smiles,IC50(nM)
COc1nc(O[C@H]2CCc3c2cccc3-c2cccc(c2Cl)-c2cnc([C@H](C)NC[C@@H]3CCC(=O)N3)c(OC)n2)c(Cl)cc1CN1CC[C@H](C1)C(O)=O |r|,24
COc1nc(O[C@H]2CCc3c2cccc3-c2cccc(c2Cl)-c2cnc([C@H](C)NC[C@@H]3CCC(=O)N3)c(OC)n2)c(Cl)cc1CN1CC[C@H](C1)C(O)=O |r|,0.064
COc1nc(O[C@H]2CCc3c2cccc3-c2cccc(c2Cl)-c2ccc(CNC[C@@H]3CCC(=O)N3)c(OC)n2)c(Cl)cc1CN1C[C@@H]2CCC[C@@]2(C1)C(O)=O |r|,67
COc1nc(O[C@H]2CCc3c2cccc3-c2cccc(c2Cl)-c2ccc(CNC[C@@H]3CCC(=O)N3)c(OC)n2)c(Cl)cc1CN1C[C@@H]2CCC[C@@]2(C1)C(O)=O |r|,0.064
COc1nc(ccc1CNC[C@@H]1CCC(=O)N1)-c1cccc(c1Cl)-c1cccc2[C@H](CCc12)Oc1nc(OC)c(CN2C[C@@H]3CC[C@@]3(C2)C(O)=O)cc1Cl |r|,56
COc1nc(ccc1CNC[C@@H]1CCC(=O)N1)-c1cccc(c1Cl)-c1cccc2[C@H](CCc12)Oc1nc(OC)c(CN2C[C@@H]3CC[C@@]3(C2)C(O)=O)cc1Cl |r|,0.064
COC(=O)[C@@H]1[C@H]2CN(Cc3cc(Cl)c(O[C@H]4CCc5c4cccc5-c4cccc(c4Cl)-c4ccc(CNC[C@@H]5CCC(=O)N5)c(OC)n4)nc3OC)C[C@@H]12 |r|,48
COC(=O)[C@@H]1[C@H]2CN(Cc3cc(Cl)c(O[C@H]4CCc5c4cccc5-c4cccc(c4Cl)-c4ccc(CNC[C@@H]5CCC(=O)N5)c(OC)n4)nc3OC)C[C@@H]12 |r|,0.068
COc1nc(ccc1CNC[C@@H]1CCC(=O)N1)-c1cccc(c1Cl)-c1cccc2[C@H](CCc12)Oc1nc(OC)c(CN2C[C@@H]3C[C@@]3(C2)C(O)=O)cc1Cl |r|,11
COc1nc(ccc1CNC[C@@H]1CCC(=O)N1)-c1cccc(c1Cl)-c1cccc2[C@H](CCc12)Oc1nc(OC)c(CN2C[C@@H]3C[C@@]3(C2)C(O)=O)cc1Cl |r|,0.064
COc1nc(O[C@H]2CCc3c2cccc3-c2cccc(c2Cl)-c2cnc(CNC[C@@H]3CCC(=O)N3)cn2)c(Cl)cc1CN1CC(C1)C(O)=O |r|,68
COc1nc(O[C@H]2CCc3c2cccc3-c2cccc(c2Cl)-c2cnc(CNC[C@@H]3CCC(=O)N3)cn2)c(Cl)cc1CN1CC(C1)C(O)=O |r|,0.064
COc1nc(O[C@H]2CCc3c2cccc3-c2cccc(c2Cl)-c2cnc(CNC[C@@H]3CCC(=O)N3)cn2)c(Cl)cc1CN1CC[C@H](C1)C(O)=O |r|,64
COc1nc(O[C@H]2CCc3c2cccc3-c2cccc(c2Cl)-c2cnc(CNC[C@@H]3CCC(=O)N3)cn2)c(Cl)cc1CN1CC[C@H](C1)C(O)=O |r|,0.064
COc1nc(ccc1CNC[C@@H]1CCC(=O)N1)-c1cccc(c1Cl)-c1cccc2[C@H](CCc12)Oc1nc(OC)c(CN2CC3CCC2C(C3)C(O)=O)cc1Cl |r|,48
COc1nc(ccc1CNC[C@@H]1CCC(=O)N1)-c1cccc(c1Cl)-c1cccc2[C@H](CCc12)Oc1nc(OC)c(CN2CC3CCC2C(C3)C(O)=O)cc1Cl |r|,0.111
COc1nc(ccc1CNC[C@@H]1CCC(=O)N1)-c1cccc(c1Cl)-c1cccc2[C@H](CCc12)Oc1nc(OC)c(CN2CC3CC3(C2)C(O)=O)cc1Cl |r|,22
COc1nc(ccc1CNC[C@@H]1CCC(=O)N1)-c1cccc(c1Cl)-c1cccc2[C@H](CCc12)Oc1nc(OC)c(CN2CC3CC3(C2)C(O)=O)cc1Cl |r|,0.086
COc1nc(O[C@H]2CCc3c2cccc3-c2cccc(c2Cl)-c2ccc(CN3CC(C)(O)C3)c(OC)n2)c(Cl)cc1CN1CC(C1)C(O)=O |r|,29
COc1nc(O[C@H]2CCc3c2cccc3-c2cccc(c2Cl)-c2ccc(CN3CC(C)(O)C3)c(OC)n2)c(Cl)cc1CN1CC(C1)C(O)=O |r|,0.064
CNC(=O)C1CN(Cc2cc(Cl)c(O[C@H]3CCc4c3cccc4-c3cccc(c3Cl)-c3ccc(CNC[C@@H]4CCC(=O)N4)c(OC)n3)nc2OC)C1 |r|,57
CNC(=O)C1CN(Cc2cc(Cl)c(O[C@H]3CCc4c3cccc4-c3cccc(c3Cl)-c3ccc(CNC[C@@H]4CCC(=O)N4)c(OC)n3)nc2OC)C1 |r|,0.201
COc1nc(O[C@H]2CCc3c2cccc3-c2cccc(c2Cl)-c2ccc(CNC[C@@H]3CCC(=O)N3)c(OC)n2)c(Cl)cc1CN1CC(C)(O)C1 |r|,69
COc1nc(O[C@H]2CCc3c2cccc3-c2cccc(c2Cl)-c2ccc(CNC[C@@H]3CCC(=O)N3)c(OC)n2)c(Cl)cc1CN1CC(C)(O)C1 |r|,0.146
COc1nc(ccc1CNC[C@@H]1CCC(=O)N1)-c1cccc(c1Cl)-c1cccc2[C@H](CSc12)Oc1nc(OC)c(CNC[C@@H]2CCC(=O)N2)cc1Cl |r|,39
COc1nc(ccc1CNC[C@@H]1CCC(=O)N1)-c1cccc(c1Cl)-c1cccc2[C@H](CSc12)Oc1nc(OC)c(CNC[C@@H]2CCC(=O)N2)cc1Cl |r|,0.234
COc1nc(ccc1CNC[C@@H]1CCC(=O)N1)-c1cccc(c1Cl)-c1cccc2[C@H](CCc12)Oc1nc(OC)c(CN2CC(O)C2)cc1Cl |r|,87
COc1nc(ccc1CNC[C@@H]1CCC(=O)N1)-c1cccc(c1Cl)-c1cccc2[C@H](CCc12)Oc1nc(OC)c(CN2CC(O)C2)cc1Cl |r|,0.308
CCOC(=O)C1CN(Cc2cc(Cl)c(O[C@H]3CCc4c3cccc4-c3cccc(c3Cl)-c3ccc(CNC[C@@H]4CCC(=O)N4)c(OC)n3)nc2OC)C1 |r|,60
CCOC(=O)C1CN(Cc2cc(Cl)c(O[C@H]3CCc4c3cccc4-c3cccc(c3Cl)-c3ccc(CNC[C@@H]4CCC(=O)N4)c(OC)n3)nc2OC)C1 |r|,1.99
COc1nc(ccc1CNC[C@@H]1CCC(=O)N1)-c1cccc(c1Cl)-c1cccc2[C@H](CCc12)Oc1nc(OC)c(CN2C[C@H](C)[C@H](C2)C(O)=O)cc1Cl |r|,34
COc1nc(ccc1CNC[C@@H]1CCC(=O)N1)-c1cccc(c1Cl)-c1cccc2[C@H](CCc12)Oc1nc(OC)c(CN2C[C@H](C)[C@H](C2)C(O)=O)cc1Cl |r|,0.064
COc1nc(ccc1CNC[C@@H]1CCC(=O)N1)-c1cccc(c1Cl)-c1cccc2[C@H](CCc12)Oc1nc(OC)c(CN2C[C@@H](C)[C@@H](C2)C(O)=O)cc1Cl |r|,24
COc1nc(ccc1CNC[C@@H]1CCC(=O)N1)-c1cccc(c1Cl)-c1cccc2[C@H](CCc12)Oc1nc(OC)c(CN2C[C@@H](C)[C@@H](C2)C(O)=O)cc1Cl |r|,0.064
COC(=O)[C@@H]1CCN(Cc2cc(Cl)c(O[C@H]3CCc4c3cccc4-c3cccc(c3Cl)-c3ccc(CNC[C@@H]4CCC(=O)N4)c(OC)n3)nc2OC)C1 |r|,40
COC(=O)[C@@H]1CCN(Cc2cc(Cl)c(O[C@H]3CCc4c3cccc4-c3cccc(c3Cl)-c3ccc(CNC[C@@H]4CCC(=O)N4)c(OC)n3)nc2OC)C1 |r|,3.9
COc1nc(O[C@H]2CCc3c2cccc3-c2cccc(c2Cl)-c2ccc(CNC[C@@H]3CCC(=O)N3)c(OC)n2)c(Cl)cc1CN1CCC[C@H](C1)C(=O)NS(C)(=O)=O |r|,68
COc1nc(O[C@H]2CCc3c2cccc3-c2cccc(c2Cl)-c2ccc(CNC[C@@H]3CCC(=O)N3)c(OC)n2)c(Cl)cc1CN1CCC[C@H](C1)C(=O)NS(C)(=O)=O |r|,0.068
COc1nc(ccc1CNC[C@@H]1CCC(=O)N1)-c1cccc(c1Cl)-c1cccc2[C@H](CCc12)Oc1nc(OC)c(CN2CC(C2)C(=O)NS(=O)(=O)C(F)F)cc1Cl |r|,100
COc1nc(ccc1CNC[C@@H]1CCC(=O)N1)-c1cccc(c1Cl)-c1cccc2[C@H](CCc12)Oc1nc(OC)c(CN2CC(C2)C(=O)NS(=O)(=O)C(F)F)cc1Cl |r|,0.199
COc1nc(O[C@H]2CCc3c2cccc3-c2cccc(c2Cl)-c2ccc(CNC[C@@H]3CCC(=O)N3)c(OC)n2)c(Cl)cc1CN1CC[C@H](C1)C(=O)NS(=O)(=O)C(F)F |r|,166
COc1nc(O[C@H]2CCc3c2cccc3-c2cccc(c2Cl)-c2ccc(CNC[C@@H]3CCC(=O)N3)c(OC)n2)c(Cl)cc1CN1CC[C@H](C1)C(=O)NS(=O)(=O)C(F)F |r|,0.152
CCS(=O)(=O)NC(=O)[C@@H]1CCN(Cc2cc(Cl)c(O[C@H]3CCc4c3cccc4-c3cccc(c3Cl)-c3ccc(CNC[C@@H]4CCC(=O)N4)c(OC)n3)nc2OC)C1 |r|,141
CCS(=O)(=O)NC(=O)[C@@H]1CCN(Cc2cc(Cl)c(O[C@H]3CCc4c3cccc4-c3cccc(c3Cl)-c3ccc(CNC[C@@H]4CCC(=O)N4)c(OC)n3)nc2OC)C1 |r|,0.117
COc1nc(O[C@H]2CCc3c2cccc3-c2cccc(c2Cl)-c2ccc(CNC[C@@H]3CCC(=O)N3)c(OC)n2)c(Cl)cc1CN1CC[C@H](C1)C(=O)NS(C)(=O)=O |r|,25
COc1nc(O[C@H]2CCc3c2cccc3-c2cccc(c2Cl)-c2ccc(CNC[C@@H]3CCC(=O)N3)c(OC)n2)c(Cl)cc1CN1CC[C@H](C1)C(=O)NS(C)(=O)=O |r|,0.064
COc1nc(ccc1CNC[C@@H]1CCC(=O)N1)-c1cccc(c1Cl)-c1cccc2[C@H](CCc12)Oc1nc(OC)c(CN2CC[C@@H](C2)C(O)=O)cc1Cl |r|,23
COc1nc(ccc1CNC[C@@H]1CCC(=O)N1)-c1cccc(c1Cl)-c1cccc2[C@H](CCc12)Oc1nc(OC)c(CN2CC[C@@H](C2)C(O)=O)cc1Cl |r|,0.064
COc1nc(ccc1CNC[C@@H]1CCC(=O)N1)-c1cccc(c1Cl)-c1cccc2[C@H](CCc12)Oc1nc(OC)c(CN2CCC(CC2)C(O)=O)cc1Cl |r|,23
COc1nc(ccc1CNC[C@@H]1CCC(=O)N1)-c1cccc(c1Cl)-c1cccc2[C@H](CCc12)Oc1nc(OC)c(CN2CCC(CC2)C(O)=O)cc1Cl |r|,0.064
COc1nc(O[C@H]2CCc3c2cccc3-c2cccc(c2Cl)-c2ccc(CNC[C@@H]3CCC(=O)N3)c(Cl)c2)c(Cl)cc1CNC1(CC1)C(O)=O |r|,41
COc1nc(O[C@H]2CCc3c2cccc3-c2cccc(c2Cl)-c2ccc(CNC[C@@H]3CCC(=O)N3)c(Cl)c2)c(Cl)cc1CNC1(CC1)C(O)=O |r|,0.064
COc1cc(ccc1CNC[C@@H]1CCC(=O)N1)-c1cccc(c1Cl)-c1cccc2[C@H](CCc12)Oc1nc(OC)c(CN2CC[C@@H]3C[C@]23C(O)=O)cc1C(F)(F)F |r|,3
COc1cc(ccc1CNC[C@@H]1CCC(=O)N1)-c1cccc(c1Cl)-c1cccc2[C@H](CCc12)Oc1nc(OC)c(CN2CC[C@@H]3C[C@]23C(O)=O)cc1C(F)(F)F |r|,0.064
COc1cc(ccc1CNC[C@@H]1CCC(=O)N1)-c1cccc(c1Cl)-c1cccc2[C@H](CCc12)Oc1nc(OC)c(CN2CCC[C@@]2(C)C(O)=O)cc1C(F)(F)F |r|,3
COc1cc(ccc1CNC[C@@H]1CCC(=O)N1)-c1cccc(c1Cl)-c1cccc2[C@H](CCc12)Oc1nc(OC)c(CN2CCC[C@@]2(C)C(O)=O)cc1C(F)(F)F |r|,0.064
COc1nc(ccc1CNC[C@@H]1CCC(=O)N1)-c1cccc(c1Cl)-c1cccc2[C@H](CCc12)Oc1nc(OC)c(cc1C(F)(F)F)C(C)N1CC(C1)C(O)=O |r|,13
COc1nc(ccc1CNC[C@@H]1CCC(=O)N1)-c1cccc(c1Cl)-c1cccc2[C@H](CCc12)Oc1nc(OC)c(cc1C(F)(F)F)C(C)N1CC(C1)C(O)=O |r|,0.064
COc1nc(ccc1CNC[C@@H]1CCC(=O)N1)-c1cccc(c1Cl)-c1cccc2[C@H](CCc12)Oc1nc(OC)c(cc1C(F)(F)F)C(C)NCCC(O)=O |r|,22
COc1nc(ccc1CNC[C@@H]1CCC(=O)N1)-c1cccc(c1Cl)-c1cccc2[C@H](CCc12)Oc1nc(OC)c(cc1C(F)(F)F)C(C)NCCC(O)=O |r|,0.064
COc1cc(ccc1CNC[C@@H]1CCC(=O)N1)-c1cccc(c1Cl)-c1cccc2[C@H](CCc12)Oc1nc(OC)c(CNC(C)(C)C(O)=O)cc1C(F)(F)F |r|,3
COc1cc(ccc1CNC[C@@H]1CCC(=O)N1)-c1cccc(c1Cl)-c1cccc2[C@H](CCc12)Oc1nc(OC)c(CNC(C)(C)C(O)=O)cc1C(F)(F)F |r|,0.064
COc1cc(ccc1CNC[C@@H]1CCC(=O)N1)-c1cccc(c1Cl)-c1cccc2[C@H](CCc12)Oc1nc(OC)c(CNC2(CC2)C(O)=O)cc1C(F)(F)F |r|,6
COc1cc(ccc1CNC[C@@H]1CCC(=O)N1)-c1cccc(c1Cl)-c1cccc2[C@H](CCc12)Oc1nc(OC)c(CNC2(CC2)C(O)=O)cc1C(F)(F)F |r|,0.064
COc1nc(O[C@H]2CCc3c2cccc3-c2cccc(c2Cl)-c2cc(C)c(CN3CC(C(O)=O)C4(CC4)C3)c(OC)n2)c(Cl)cc1CNC[C@@H]1CCC(=O)N1 |r|,40
COc1nc(O[C@H]2CCc3c2cccc3-c2cccc(c2Cl)-c2cc(C)c(CN3CC(C(O)=O)C4(CC4)C3)c(OC)n2)c(Cl)cc1CNC[C@@H]1CCC(=O)N1 |r|,0.064
COc1nc(O[C@H]2CCc3c2cccc3-c2cccc(c2Cl)-c2cc(C)c(CN3C[C@H]4[C@@H](C3)[C@@H]4C(O)=O)c(OC)n2)c(Cl)cc1CNC[C@@H]1CCC(=O)N1 |r|,51
COc1nc(O[C@H]2CCc3c2cccc3-c2cccc(c2Cl)-c2cc(C)c(CN3C[C@H]4[C@@H](C3)[C@@H]4C(O)=O)c(OC)n2)c(Cl)cc1CNC[C@@H]1CCC(=O)N1 |r|,0.084
COc1nc(O[C@H]2CCc3c2cccc3-c2cccc(c2Cl)-c2ccc(CNC[C@@H]3CCC(=O)N3)c(OCC#N)n2)c(cc1CNC1(CC1)C(O)=O)C(F)(F)F |r|,13
COc1nc(O[C@H]2CCc3c2cccc3-c2cccc(c2Cl)-c2ccc(CNC[C@@H]3CCC(=O)N3)c(OCC#N)n2)c(cc1CNC1(CC1)C(O)=O)C(F)(F)F |r|,0.064
"COc1nc(O[C@H]2CCc3c2cccc3-c2cccc(c2Cl)-c2ccc(CNC[C@@H]3CCC(=O)N3)c(OCC#N)n2)c(cc1CN1CC2(CCC1CC2)C(O)=O)C(F)(F)F |r,wU:29.31,wD:6.5,(-7.86,-6.68,;-9.2,-5.91,;-9.2,-4.37,;-7.86,-3.6,;-7.86,-2.06,;-6.53,-1.29,;-5.19,-2.06,;-4.57,-3.46,;-3.04,-3.3,;-2.72,-1.79,;-4.05,-1.02,;-4.05,.52,;-2.72,1.29,;-1.38,.52,;-1.38,-1.02,;-.05,-1.79,;-.05,-3.33,;1.28,-4.1,;2.62,-3.33,;2.62,-1.79,;1.28,-1.02,;1.28,.52,;3.95,-1.02,;5.29,-1.79,;6.62,-1.02,;6.62,.52,;7.95,1.29,;9.29,.52,;10.62,1.29,;11.95,.52,;11.95,-1.02,;13.42,-1.5,;14.32,-.25,;15.86,-.25,;13.42,.99,;5.29,1.29,;5.29,2.83,;3.95,3.6,;3.95,5.14,;3.95,6.68,;3.95,.52,;-9.2,-1.29,;-10.53,-2.06,;-10.53,-3.6,;-11.86,-4.37,;-13.2,-3.6,;-13.2,-2.06,;-14.53,-1.29,;-15.86,-2.06,;-15.86,-3.6,;-14.53,-4.37,;-13.76,-3.03,;-15.3,-2.62,;-14.53,.25,;-15.86,1.02,;-13.2,1.02,;-9.2,.25,;-10.53,1.02,;-7.86,1.02,;-9.2,1.79,)|",12
"COc1nc(O[C@H]2CCc3c2cccc3-c2cccc(c2Cl)-c2ccc(CNC[C@@H]3CCC(=O)N3)c(OCC#N)n2)c(cc1CN1CC2(CCC1CC2)C(O)=O)C(F)(F)F |r,wU:29.31,wD:6.5,(-7.86,-6.68,;-9.2,-5.91,;-9.2,-4.37,;-7.86,-3.6,;-7.86,-2.06,;-6.53,-1.29,;-5.19,-2.06,;-4.57,-3.46,;-3.04,-3.3,;-2.72,-1.79,;-4.05,-1.02,;-4.05,.52,;-2.72,1.29,;-1.38,.52,;-1.38,-1.02,;-.05,-1.79,;-.05,-3.33,;1.28,-4.1,;2.62,-3.33,;2.62,-1.79,;1.28,-1.02,;1.28,.52,;3.95,-1.02,;5.29,-1.79,;6.62,-1.02,;6.62,.52,;7.95,1.29,;9.29,.52,;10.62,1.29,;11.95,.52,;11.95,-1.02,;13.42,-1.5,;14.32,-.25,;15.86,-.25,;13.42,.99,;5.29,1.29,;5.29,2.83,;3.95,3.6,;3.95,5.14,;3.95,6.68,;3.95,.52,;-9.2,-1.29,;-10.53,-2.06,;-10.53,-3.6,;-11.86,-4.37,;-13.2,-3.6,;-13.2,-2.06,;-14.53,-1.29,;-15.86,-2.06,;-15.86,-3.6,;-14.53,-4.37,;-13.76,-3.03,;-15.3,-2.62,;-14.53,.25,;-15.86,1.02,;-13.2,1.02,;-9.2,.25,;-10.53,1.02,;-7.86,1.02,;-9.2,1.79,)|",0.064
COc1nc(O[C@H]2CCc3c2cccc3-c2cccc(c2Cl)-c2ccc(CNC[C@@H]3CCC(=O)N3)c(OCC#N)n2)c(cc1CN1CC[C@H](C1)C(O)=O)C(F)(F)F |r|,15
COc1nc(O[C@H]2CCc3c2cccc3-c2cccc(c2Cl)-c2ccc(CNC[C@@H]3CCC(=O)N3)c(OCC#N)n2)c(cc1CN1CC[C@H](C1)C(O)=O)C(F)(F)F |r|,0.064
COc1cc(cc(F)c1CNC[C@@H]1CCC(=O)N1)-c1cccc(c1Cl)-c1cccc2[C@H](CCc12)Oc1nc(OC)c(CNC2(CC2)C(O)=O)cc1Cl |r|,7
COc1cc(cc(F)c1CNC[C@@H]1CCC(=O)N1)-c1cccc(c1Cl)-c1cccc2[C@H](CCc12)Oc1nc(OC)c(CNC2(CC2)C(O)=O)cc1Cl |r|,0.064
"COc1cc(cc(F)c1CNC[C@@H]1CCC(=O)N1)-c1cccc(c1Cl)-c1cccc2[C@H](CCc12)Oc1nc(OC)c(CN2CC3(CCC2CC3)C(O)=O)cc1Cl |r,wU:12.12,wD:30.38,(7.95,-1.41,;7.95,.13,;6.62,.9,;5.29,.13,;3.95,.9,;3.95,2.44,;5.29,3.21,;5.29,4.75,;6.62,2.44,;7.95,3.21,;9.29,2.44,;10.62,3.21,;11.95,2.44,;11.95,.9,;13.42,.42,;14.32,1.67,;15.86,1.67,;13.42,2.92,;2.62,.13,;2.62,-1.41,;1.28,-2.18,;-.05,-1.41,;-.05,.13,;1.28,.9,;1.28,2.44,;-1.38,.9,;-1.38,2.44,;-2.72,3.21,;-4.05,2.44,;-4.05,.9,;-5.19,-.13,;-4.57,-1.54,;-3.04,-1.38,;-2.72,.13,;-6.53,.64,;-7.86,-.13,;-7.86,-1.67,;-9.2,-2.44,;-9.2,-3.98,;-7.86,-4.75,;-10.53,-1.67,;-11.86,-2.44,;-13.2,-1.67,;-13.2,-.13,;-14.53,.64,;-15.86,-.13,;-15.86,-1.67,;-14.53,-2.44,;-15.06,-1.34,;-15.06,-.28,;-14.53,2.18,;-13.2,2.95,;-15.86,2.95,;-10.53,-.13,;-9.2,.64,;-9.2,2.18,)|",15
"COc1cc(cc(F)c1CNC[C@@H]1CCC(=O)N1)-c1cccc(c1Cl)-c1cccc2[C@H](CCc12)Oc1nc(OC)c(CN2CC3(CCC2CC3)C(O)=O)cc1Cl |r,wU:12.12,wD:30.38,(7.95,-1.41,;7.95,.13,;6.62,.9,;5.29,.13,;3.95,.9,;3.95,2.44,;5.29,3.21,;5.29,4.75,;6.62,2.44,;7.95,3.21,;9.29,2.44,;10.62,3.21,;11.95,2.44,;11.95,.9,;13.42,.42,;14.32,1.67,;15.86,1.67,;13.42,2.92,;2.62,.13,;2.62,-1.41,;1.28,-2.18,;-.05,-1.41,;-.05,.13,;1.28,.9,;1.28,2.44,;-1.38,.9,;-1.38,2.44,;-2.72,3.21,;-4.05,2.44,;-4.05,.9,;-5.19,-.13,;-4.57,-1.54,;-3.04,-1.38,;-2.72,.13,;-6.53,.64,;-7.86,-.13,;-7.86,-1.67,;-9.2,-2.44,;-9.2,-3.98,;-7.86,-4.75,;-10.53,-1.67,;-11.86,-2.44,;-13.2,-1.67,;-13.2,-.13,;-14.53,.64,;-15.86,-.13,;-15.86,-1.67,;-14.53,-2.44,;-15.06,-1.34,;-15.06,-.28,;-14.53,2.18,;-13.2,2.95,;-15.86,2.95,;-10.53,-.13,;-9.2,.64,;-9.2,2.18,)|",0.064
COc1cc(cc(F)c1CNC[C@@H]1CCC(=O)N1)-c1cccc(c1Cl)-c1cccc2[C@H](CCc12)Oc1nc(OC)c(CN2CC(C2)C(O)=O)cc1Cl |r|,11
COc1cc(cc(F)c1CNC[C@@H]1CCC(=O)N1)-c1cccc(c1Cl)-c1cccc2[C@H](CCc12)Oc1nc(OC)c(CN2CC(C2)C(O)=O)cc1Cl |r|,0.064
COc1cc(cc(F)c1CNC[C@@H]1CCC(=O)N1)-c1cccc(c1Cl)-c1cccc2[C@H](CCc12)Oc1nc(OC)c(CN2CC[C@H](C2)C(O)=O)cc1Cl |r|,8
COc1cc(cc(F)c1CNC[C@@H]1CCC(=O)N1)-c1cccc(c1Cl)-c1cccc2[C@H](CCc12)Oc1nc(OC)c(CN2CC[C@H](C2)C(O)=O)cc1Cl |r|,0.064
COc1nc(O[C@H]2CCc3c2cccc3-c2cccc(c2Cl)-c2cc(C)c(CN3C[C@@H]4C[C@@]4(C3)C(O)=O)c(OC)n2)c(Cl)cc1CNC[C@@H]1CCC(=O)N1 |r|,57
COc1nc(O[C@H]2CCc3c2cccc3-c2cccc(c2Cl)-c2cc(C)c(CN3C[C@@H]4C[C@@]4(C3)C(O)=O)c(OC)n2)c(Cl)cc1CNC[C@@H]1CCC(=O)N1 |r|,0.266
COc1nc(O[C@H]2CCc3c2cccc3-c2cccc(c2Cl)-c2cc(C)c(CN3CC[C@H](C3)C(O)=O)c(OC)n2)c(Cl)cc1CNC[C@@H]1CCC(=O)N1 |r|,70
COc1nc(O[C@H]2CCc3c2cccc3-c2cccc(c2Cl)-c2cc(C)c(CN3CC[C@H](C3)C(O)=O)c(OC)n2)c(Cl)cc1CNC[C@@H]1CCC(=O)N1 |r|,0.064
"COc1nc(ccc1CNC[C@@H]1CCC(=O)N1)-c1cccc(c1Cl)-c1cccc2[C@H](CCc12)Oc1nc(OC)c(CN2CC3CCC2(CC3)C(O)=O)cc1C(F)(F)F |r,wU:11.11,wD:29.37,(7.77,.66,;7.77,2.2,;6.44,2.97,;5.1,2.2,;3.77,2.97,;3.77,4.51,;5.1,5.28,;6.44,4.51,;7.77,5.28,;9.11,4.51,;10.44,5.28,;11.77,4.51,;11.77,2.97,;13.24,2.5,;14.14,3.74,;15.68,3.74,;13.24,4.99,;2.44,2.2,;2.44,.66,;1.1,-.11,;-.23,.66,;-.23,2.2,;1.1,2.97,;1.1,4.51,;-1.56,2.97,;-1.56,4.51,;-2.9,5.28,;-4.23,4.51,;-4.23,2.97,;-5.38,1.94,;-4.75,.53,;-3.22,.7,;-2.9,2.2,;-6.86,2.34,;-7.95,1.25,;-7.55,-.24,;-8.64,-1.32,;-8.24,-2.81,;-6.76,-3.21,;-10.13,-.93,;-11.22,-2.02,;-12.71,-1.62,;-13.11,-.13,;-14.59,.27,;-15.68,-.82,;-15.28,-2.31,;-13.8,-2.71,;-14.88,-1.62,;-13.5,-.82,;-13.4,-4.19,;-11.91,-4.59,;-14.49,-5.28,;-10.53,.56,;-9.44,1.65,;-9.84,3.14,;-8.75,4.23,;-11.33,3.54,;-10.24,4.63,)|",3
"COc1nc(ccc1CNC[C@@H]1CCC(=O)N1)-c1cccc(c1Cl)-c1cccc2[C@H](CCc12)Oc1nc(OC)c(CN2CC3CCC2(CC3)C(O)=O)cc1C(F)(F)F |r,wU:11.11,wD:29.37,(7.77,.66,;7.77,2.2,;6.44,2.97,;5.1,2.2,;3.77,2.97,;3.77,4.51,;5.1,5.28,;6.44,4.51,;7.77,5.28,;9.11,4.51,;10.44,5.28,;11.77,4.51,;11.77,2.97,;13.24,2.5,;14.14,3.74,;15.68,3.74,;13.24,4.99,;2.44,2.2,;2.44,.66,;1.1,-.11,;-.23,.66,;-.23,2.2,;1.1,2.97,;1.1,4.51,;-1.56,2.97,;-1.56,4.51,;-2.9,5.28,;-4.23,4.51,;-4.23,2.97,;-5.38,1.94,;-4.75,.53,;-3.22,.7,;-2.9,2.2,;-6.86,2.34,;-7.95,1.25,;-7.55,-.24,;-8.64,-1.32,;-8.24,-2.81,;-6.76,-3.21,;-10.13,-.93,;-11.22,-2.02,;-12.71,-1.62,;-13.11,-.13,;-14.59,.27,;-15.68,-.82,;-15.28,-2.31,;-13.8,-2.71,;-14.88,-1.62,;-13.5,-.82,;-13.4,-4.19,;-11.91,-4.59,;-14.49,-5.28,;-10.53,.56,;-9.44,1.65,;-9.84,3.14,;-8.75,4.23,;-11.33,3.54,;-10.24,4.63,)|",0.064
COc1nc(O[C@H]2CCc3c2cccc3-c2cccc(c2Cl)-c2ccc(CNC[C@@H]3CCC(=O)N3)c(OC)n2)c(cc1CN1CCCC[C@@]1(C)C(O)=O)C(F)(F)F |r|,3
COc1nc(O[C@H]2CCc3c2cccc3-c2cccc(c2Cl)-c2ccc(CNC[C@@H]3CCC(=O)N3)c(OC)n2)c(cc1CN1CCCC[C@@]1(C)C(O)=O)C(F)(F)F |r|,0.064
COc1nc(ccc1CNC[C@@H]1CCC(=O)N1)-c1cccc(c1Cl)-c1cccc2[C@H](CCc12)Oc1nc(OC)c(CN2[C@@H]3C[C@@H]3C[C@H]2C(O)=O)cc1C(F)(F)F |r|,8
COc1nc(ccc1CNC[C@@H]1CCC(=O)N1)-c1cccc(c1Cl)-c1cccc2[C@H](CCc12)Oc1nc(OC)c(CN2[C@@H]3C[C@@H]3C[C@H]2C(O)=O)cc1C(F)(F)F |r|,0.064
COc1nc(ccc1CNC[C@@H]1CCC(=O)N1)-c1cccc(c1Cl)-c1cccc2[C@H](CCc12)Oc1nc(OC)c(CN2[C@H]3C[C@H]3C[C@H]2C(O)=O)cc1C(F)(F)F |r|,6
COc1nc(ccc1CNC[C@@H]1CCC(=O)N1)-c1cccc(c1Cl)-c1cccc2[C@H](CCc12)Oc1nc(OC)c(CN2[C@H]3C[C@H]3C[C@H]2C(O)=O)cc1C(F)(F)F |r|,0.064
